8447876,8292809
9735843,8676254
8483139,8342419
9642086,8477620
9736474,8515548
9508090,8607264
8432321,8264075
8775183,8588259
9874232,8715129
33457437,9719077
8532138,8391236
8546981,8402334
9045091,8887418
9422434,8304542
10523976,8776635
9980016,8897342
8360707,8210223
8363125,8206950
9595725,8532020
10102306,9077452
8740632,8590370
9827092,8509160
9535794,8522630
9622464,8600870
11446732,8476466
8453701,8260890
8778195,8633964
8792197,8640261
8527674,8365553
10312116,9188016
18922422,17064020
14395533,9117319
10071604,8756554
9824090,8479700
13853959,8704075
21614046,9607304
8544858,8353786
8496413,8353880
9807395,8745367
9508932,8586942
9431886,8532344
8493466,8350568
8722742,8561773
8951362,8791664
8468570,8304638
8750705,8589961
8771259,8612959
8561650,8406964
10562677,8620875
9214510,8169322
8584799,8410529
8499754,8348693
8669962,8498865
8485742,8348327
9794030,8723709
9547517,8497015
9282263,8209883
8475000,8327581
9538596,8534189
9369863,8363708
10556542,8749604
37940318,10014881
8419109,8278669
8356517,8221551
9925195,8622226
9533563,8373169
8384088,8249773
10465364,8808222
8476870,8322740
8549564,8371088
10019337,8727709
9805431,8481990
9524995,8430096
8552882,8360866
9719553,8364187
21925751,9519305
8557886,8410090
28904758,10268245
9680263,8691376
8820877,8675030
11772037,8919122
8609973,8455834
9667177,8589657
8594763,8454444
8373900,8219881
10874674,9058336
8657670,8510397
8533063,8385761
8508019,8333838
8386854,8236938
9413025,8381015
9418038,8371158
8425190,8243420
8565880,8393808
10301843,9026762
8427833,8263017
9023940,8858982
17826139,10123892
10882027,9107197
8771609,8561872
8472363,8292824
8440054,8260744
9395275,8384607
8599792,8442505
8462383,8295328
8623675,8473782
9830921,8546122
8610440,8429676
10048224,8804309
8707903,8538995
8720206,8573316
9730888,8494365
8696063,8557187
8558849,8409214
10415466,8572055
8400911,8238786
11882907,8631370
8801645,8621635
9769947,8760531
8437759,8289732
8613391,8447691
8499333,8348431
10479985,8725834
9785396,8556599
8840021,8692079
8572378,8413003
8712772,8570537
14057635,9544333
9760235,8710015
8596803,8429050
8300588,8140558
9798469,8682421
9782319,8711804
8230117,8079669
8681307,8498378
9670054,8597650
8708327,8559601
10319817,8477590
9884538,8482863
8491304,8314536
8786363,8604505
9682702,8412445
8579638,8407139
8746208,8564007
8300087,8134085
8637470,8485318
9637062,8498514
8604256,8438460
8372904,8205178
10048684,8718047
9539656,8498615
9769639,8493751
8550832,8344593
9835921,8685582
12163025,9071179
8399039,8249279
14450355,9007423
9390614,8372642
9358413,8311815
9935729,8718100
11788549,8394379
9639773,8410366
10318091,8602400
8566394,8403288
8783956,8629922
9412220,8343120
8520792,8366804
8561445,8389716
9435329,8383204
9585535,8563398
9488493,8532893
8632510,8480419
8605480,8444570
9641154,8586744
10374252,9119782
9787150,8349503
9836805,8818929
9849131,8718968
9027616,8878802
8596461,8439676
8356474,8205059
13985916,8837760
9601262,8433026
9604350,8590844
10314388,9127818
10796813,9008428
8853085,8653741
9738692,8568549
9569268,8629605
10529105,8531218
9754196,8835695
9514701,8438023
8546649,8387408
8399180,8240414
8476849,8295395
9725723,8723542
9506417,8356268
8535872,8339515
9638592,8537643
8783372,8598210
8411159,8265049
9548884,8515711
8421801,8269002
8407288,8252361
8332808,8138569
9685451,8687795
14755776,9036402
8651995,8470838
8902368,8738817
9965607,8650718
9771077,8493828
9013411,8849671
10258779,8598527
8272354,8127743
9490389,8432175
8486328,8329754
9689594,8683659
38733352,10084443
8613748,8476937
9719332,8661076
9053828,8882852
9582034,8622131
8565006,8393196
9192276,9047691
9735804,8655375
9831603,8663998
8403466,8188805
10704926,8935106
34870575,9936818
9626106,8467047
9629030,8445930
9739692,8660949
8597091,8410185
9618419,8476936
8331441,8161548
10772934,8992182
12016000,8788054
9529369,8451089
8759578,8600471
9528931,8390207
9766983,8903784
8637559,8474620
11323563,8839081
9672363,8441916
8474296,8325906
9358052,8269287
8528673,8369819
9648087,8459063
8793069,8629987
8563610,8415048
34086909,9902756
8921202,8725719
8548329,8388314
9765760,8652490
9658459,8523556
9706856,8605529
8797887,8642824
10265995,8467535
8426665,8267548
8935023,8769151
37239837,9727553
8388362,8244838
9829750,8776123
38466807,9994463
8690347,8532562
8601447,8449047
12598777,9411189
8658560,8506920
9245690,9059345
8526852,8375417
8384811,8232383
10860100,8774257
8447266,8270569
14273538,9139653
13072663,8972232
8577066,8428736
12213661,9241616
10468623,8547247
9493387,8513028
38184973,10196207
9484924,8436232
9852685,8626415
11673147,8522591
9748524,8586412
8430568,8279162
9471508,8502109
9453171,8364661
12150074,8829259
9727328,8594397
8601386,8457734
8901444,8735484
10260320,8657258
10364532,8566454
11734212,8504598
12489578,9070147
8773689,8620137
8536061,8377182
8422788,8238756
8611585,8431179
8562061,8409054
9388259,8453864
9528466,8325439
9856433,8800427
9429174,8349599
8621347,8455273
21746380,9270418
8394892,8235490
9830390,8496258
13108050,8960032
8516547,8341653
8346965,8195230
8548788,8394029
38255026,10023034
12973185,8887129
8437298,8269306
8590818,8425854
8717858,8550061
9374804,8288830
9578847,8432783
8605775,8431708
10619178,8974134
10718363,8921798
9705475,8694161
8614367,8455218
10596277,8955615
8613688,8468791
8656146,8491033
9626124,8407363
8537126,8394409
9532632,8531726
10543216,8652353
8622117,8468795
9500383,8514516
8721019,8562105
9602389,8574370
9797988,8549011
9896789,8865016
8984368,8826401
9794486,8744342
9693678,8599816
9799505,8787243
9971556,8769487
8831509,8664291
10191418,8615670
9097314,8895754
8750383,8587034
8696731,8523912
8551463,8399602
8923244,8758813
8439503,8268997
9757098,8637465
8668552,8513714
13018111,8910174
9680220,8466297
8318484,8164348
8478544,8311298
9779981,8620551
10103160,8764524
10460023,8825509
10668439,8791749
9574638,8534956
9253024,8206059
9898669,8644000
9872193,8820199
8637902,8447838
8583906,8427879
8498699,8339503
8638371,8474626
9824295,8674449
8401927,8251417
12401987,9288585
8457803,8307494
9676124,8584113
8672455,8509669
8948949,8787702
8690568,8536355
10201283,8899192
9377778,8286598
10798386,9137356
38526320,9875327
9539427,8504509
8738042,8590618
9505717,8256201
8259410,8105607
10014720,8746317
9526286,8484850
9525852,8464160
10715388,9040459
9470940,8579570
9830267,8845616
8465513,8302979
9369336,8309082
8431487,8290505
9794368,8581568
13700605,9266630
14076682,8863505
13634400,9115317
12040125,8816547
9939376,8957982
10529682,8831292
9158672,9009897
12101816,8989255
8499284,8335781
9838587,8782263
8401129,8261119
8635708,8474528
9363736,8406551
8558748,8410384
8531253,8396851
17426080,9945623
9410018,8329954
9308566,8309518
9742893,8673761
10043724,8585608
9616768,8676031
8598450,8452739
9788140,8677581
8499352,8353387
9713255,8673747
9316160,8297978
9649500,8536376
8782216,8627085
9555698,8486055
8684210,8521378
9852659,8658545
9541148,8346058
9867320,8608648
9771303,8708027
8696319,8545506
14273704,8942515
8905212,8722055
8793986,8614044
8683443,8519270
9932338,8908568
10105830,8397749
13817000,8726165
10619664,8897632
9746877,8421409
8422817,8285977
8693478,8551741
9670040,8527864
8907093,8749734
9900927,8915021
14294716,9162296
8771747,8634231
9503791,8471010
9922375,8875563
28201138,10371951
17694173,10368021
8510260,8367323
9438811,8332261
9675985,8572553
9516544,8451211
8629565,8486753
8852974,8690913
14050038,9516912
8807124,8629457
9440487,8451693
9770777,8600290
38568015,10320771
9529244,8335851
8714250,8562213
9405858,8466202
12275007,9246376
9985067,8778078
9764004,8442722
9385270,8353436
9206595,8249041
8831841,8686428
8389399,8249241
8701237,8558795
8555385,8397606
10540631,8893526
9360455,8323602
8613507,8447311
28693032,10287981
8588520,8436147
8657801,8517494
8611082,8456506
9612407,8390015
10097989,8977979
8534254,8393434
8578852,8417126
9658754,8636244
14294428,8957394
8190205,8048148
8541494,8386872
8544930,8391774
8458249,8323023
8486869,8324346
8555986,8415534
8569005,8415222
9355836,8308758
9542408,8493404
10097883,8668425
8479628,8330437
10149216,8813647
8484073,8291926
10881982,8772197
9454623,8271503
21777395,9344986
10444829,8650391
9403475,8341462
8798607,8641856
9591002,8510539
8609147,8424329
8883548,8711431
9438394,8442050
9508475,8505371
8616065,8472500
9791028,8592367
9695824,8744892
8531130,8357162
8492274,8341369
8491618,8350753
9525565,8469680
8611110,8441783
8378999,8229684
8605942,8436898
9661264,8513534
9058923,8893419
9813021,8848583
8716137,8557283
8935765,8781382
8898252,8749728
9549176,8442213
8725254,8564900
9703100,8437825
8636999,8492618
8807859,8642549
10398230,8705730
9284566,8299862
12155930,9110776
8369406,8216057
10006431,8854222
8793240,8631068
9654497,8433943
9347976,8301552
9378708,8227204
9655039,8606157
8327555,8176555
9921499,8980239
9610740,8573839
8889082,8730440
8791699,8620385
9559234,8453609
8425778,8275984
9666174,8333258
8510406,8345616
8541677,8357862
9415858,8551885
8695747,8527016
8867100,8710685
10866205,9131222
9803362,8691288
9015369,8850903
8818584,8664258
8972101,8781202
9559683,8482933
8715039,8572869
8657301,8487348
9791196,8715472
9393161,8441254
8629181,8417110
8752726,8584238
17727298,10129428
10260098,8460907
9534246,8424894
9499338,8277794
8536162,8357537
17920432,10155244
21945909,9551492
10337499,8449485
8547570,8391642
10707135,8908388
9572958,8520188
10725684,9004211
9867785,8594940
9538413,8545806
9991646,8774924
9685151,8618889
9552536,8394039
9506539,8525978
8406841,8255600
9485903,8437044
9740284,8493942
9592085,8497849
9944115,8758104
8846447,8669800
9720857,8626120
9484583,8249006
8400935,8235906
9471902,8409197
8649109,8487051
9926410,8873161
8867013,8693465
8794710,8620610
8618067,8431830
11960943,8718937
13500995,9043118
9560053,8548011
8417698,8261649
29329730,10332372
9983077,8879220
9292122,8249618
9815894,8831340
13985923,9329652
8896591,8689394
8427034,8254884
8598402,8446236
8733941,8566780
9954289,8624020
9531505,8476030
8544860,8375704
8413644,8257564
9617504,8542138
8394212,8234556
9762567,8513019
8606665,8457911
8505538,8335156
11641247,8649180
9498132,8355449
8579482,8395969
8630408,8464284
8545277,8382750
9695043,8523446
9917233,8706550
11355733,8832924
8840679,8660127
9581246,8448558
9413393,8396614
8212883,8055554
8449144,8254587
9899898,8794751
39677200,10165753
10289685,8702900
9561159,8522511
9508612,8455768
8637525,8452086
11955033,9377105
9077218,8941526
29166539,9968888
9707488,8486813
8729111,8551720
8353999,8203121
8617021,8463638
9398222,8402024
9680173,8573473
9663608,8366783
8571289,8421532
9578555,8576185
9618377,8558494
8516511,8328160
8694364,8517279
10231910,8380522
9611067,8637100
9435381,8360964
9392917,8223737
9668963,8595046
9889347,8753168
9661091,8525998
8730188,8579373
29159774,10170102
8634009,8463612
9670808,8508907
10692904,8844868
8572978,8397770
8426599,8260389
8335474,8177814
8191543,8043962
8450336,8304044
9494727,8275287
9306528,8248735
9433153,8421857
8559122,8376399
9794524,8563438
9731774,8645494
8424433,8255184
8589201,8428485
8564308,8386590
9691972,8613845
8577163,8402740
8453150,8264336
10122982,8998558
8556118,8387312
8758552,8598408
9606933,8540675
8655578,8497875
9780042,8477603
8514979,8359901
9762930,8597056
9710720,8425135
28298156,9977791
8366316,8198180
9724484,8626143
17372676,9971096
8368808,8206328
8773196,8631913
14071257,8785115
38083715,10181883
8784780,8630738
8469159,8314377
34575410,9960318
8585173,8428914
8659011,8510917
8487579,8302898
8262761,8113758
8369272,8210542
9881484,8627476
13586849,9128104
8562411,8391733
8619148,8461045
9461990,8409277
10565391,8727287
8944955,8792212
9687733,8605107
12314846,9113891
8618759,8433029
9873563,8781035
8797291,8617671
10056483,8971465
8634587,8478867
9688965,8515686
9826851,8840401
38471200,10040923
8747363,8604477
8406250,8259675
9671538,8645729
10151798,8976517
8691748,8516527
8528205,8382039
10630514,8857923
9888217,8606221
10542166,8644328
9673407,8716240
8340403,8194121
8554923,8381311
9676488,8700270
10236472,8820011
9089208,8900736
9001300,8843837
8436627,8289350
9415688,8459866
11458597,8917526
8587579,8394700
9757968,8605832
8855345,8696325
8720835,8574645
10012928,8804899
9633159,8552309
8726090,8538259
8703473,8519859
9893888,8705309
8583962,8432485
34095405,9886086
9926152,8781584
8446386,8308736
38837588,10082687
8552362,8382029
8548513,8384360
8916199,8742685
8447857,8282955
8805742,8655853
9926755,8929103
8277939,8121753
9819315,8781144
10225683,8925462
8368204,8199951
8711170,8576256
8551451,8404793
8590869,8435845
9766931,8674824
8463510,8319253
8575274,8397291
10296185,8866875
9883489,8857567
9535588,8438493
12075969,9134933
8467794,8308768
8831007,8646033
9818098,8712101
9614465,8311630
8617721,8452551
13163102,9118650
8678276,8513264
10826334,8834505
8641942,8481871
8517290,8357848
10356362,8452110
10337810,8503679
9646809,8546763
9456983,8341894
10507323,8516419
8565704,8388231
9730717,8619822
8704500,8549443
8528659,8363891
9303399,8258259
14294399,8928129
8750932,8593109
9530125,8334224
8612506,8473230
8591240,8385593
9399060,8279773
21719359,9427062
9626214,8536665
